토흐,"토흐,https://www.youtube.com/watch?v=HRyE8i5am4c,725,16,12,1880,746,0"
엉클밥,"엉클밥,https://www.youtube.com/watch?v=0Wwez-ytt08,342,8,0,3218,1092,0","엉클밥,https://www.youtube.com/watch?v=3CrDzzLfMZQ,954,24,2,1455,87,0","엉클밥,https://www.youtube.com/watch?v=gAUXWwi9o4Y,281,9,0,606,65,0","엉클밥,https://www.youtube.com/watch?v=LtN-C4S8BII,420,13,0,500,75,0","엉클밥,https://www.youtube.com/watch?v=JAixZl-iVbk,408,16,0,901,53,0"
파머쉬(PHARMACY)
제멜리아
델라고 부산대점
에픽키친,"에픽키친,https://www.youtube.com/watch?v=sEZF4dogobY,10085,102,21,910,641,0","에픽키친,https://www.youtube.com/watch?v=1AAov7i1I2Y,318,6,1,278,202,0","에픽키친,https://www.youtube.com/watch?v=pwVVjMcBfR4,560,4,2,95,41,0"
베뜨빌,"베뜨빌,https://www.youtube.com/watch?v=kMf7Ie6ZPb8,164,1,0,355,227,0"
이응
초원,"초원,https://www.youtube.com/watch?v=pgREAc_qOaM,4736,137,9,2259,48,0"
수제왕대박돈까스
비엔제이
드로,"드로,https://www.youtube.com/watch?v=52hCQ79TYrk,530,0,0,147,178,0"
발렌타인경양식
라비앙로즈
하루
구르메식당,"구르메식당,https://www.youtube.com/watch?v=HQBEOp4Mjn4,154,1,1,55,77,0","구르메식당,https://www.youtube.com/watch?v=7Hfylmfxn-0,539,11,0,655,520,0"
서동코코
금정산성에누룩꽃이핀다
흙
소울메이트
이니아디저트까페,"이니아디저트까페,https://www.youtube.com/watch?v=5BNfUI-aZPk,1559,7,1,0,0,0"
베란다치즈,"베란다치즈,https://www.youtube.com/watch?v=t4dW9RRKOjY,910,8,0,60,48,0","베란다치즈,https://www.youtube.com/watch?v=5BOK0WkCE40,109,3,0,960,156,0","베란다치즈,https://www.youtube.com/watch?v=1iUzeAQfZE4,376,16,2,1315,723,0"
벨라루나
리멘시타
오드리햅번
밤비나
삼삼오오
해쉬
제이스타
몽크
밤비노72,"밤비노72,https://www.youtube.com/watch?v=4Q1wI7wUgqM,42,4,0,91,60,0"
모노클앤제이
구세리1990
서양식당,"서양식당,https://www.youtube.com/watch?v=OUwL_cpRg70,752,16,0,0,0,0"
일디오보,"일디오보,https://www.youtube.com/watch?v=vN1GdQdhDCY,54,6,1,0,0,0"
컬러드,"컬러드,https://www.youtube.com/watch?v=o3dyEZg2hRI,6401,161,20,0,0,0","컬러드,https://www.youtube.com/watch?v=rWrRe0SrAPM,3838,88,42,0,0,0","컬러드,https://www.youtube.com/watch?v=rxhdg-7yljg,404,9,3,0,0,0"
리틀프랑,"리틀프랑,https://www.youtube.com/watch?v=2oNz0WlX0b0,180,4,0,0,0,0","리틀프랑,https://www.youtube.com/watch?v=05OT-Ip609k,401,5,2,0,0,0"
몽포트,"몽포트,https://www.youtube.com/watch?v=jmZk749NKko,101,1,0,0,0,0"
황금,"황금,https://www.youtube.com/watch?v=eumg-Bstl-0,241,5,14,0,0,0","황금,https://www.youtube.com/watch?v=eKZf0nDPkok,710480,14055,1567,0,0,0","황금,https://www.youtube.com/watch?v=rS3xQQyXnUY,44075,304,38,0,0,0"
라이크오프
비스트로PS
무,"무,https://www.youtube.com/watch?v=Oq2h6L53-4c,50373,1626,38,0,0,0","무,https://www.youtube.com/watch?v=lbgMdG34tCk,30155,800,27,0,0,0","무,https://www.youtube.com/watch?v=rSHN4UJrLoY,2108,28,0,0,0,0","무,https://www.youtube.com/watch?v=PtJ5b7lZPg0,66681,834,27,0,0,0","무,https://www.youtube.com/watch?v=sPyeDOR0V7c,1420954,24228,274,0,0,0"
파스타빈치
키노,"키노,https://www.youtube.com/watch?v=e7nHHAqQ0cU,207203,1118,301,0,0,0","키노,https://www.youtube.com/watch?v=NspDERHZ-O4,849975,66438,5991,0,0,0"
날애
베이스먼트,"베이스먼트,https://www.youtube.com/watch?v=elL2-pZDED0,278,7,2,0,0,0","베이스먼트,https://www.youtube.com/watch?v=im1lI391-ug,17,0,0,0,0,0"
바이트사이트
줄리아키친
해바다
이태리홍게아저씨
파르코1023
블라썸테이블
묵찌빠,"묵찌빠,https://www.youtube.com/watch?v=BrwI0hl5bwc,143,7,0,0,0,0","묵찌빠,https://www.youtube.com/watch?v=iJqpFhcSpIY,112,7,1,0,0,0","묵찌빠,https://www.youtube.com/watch?v=ZA6c2xSKl1Y,128375,7700,487,0,0,0","묵찌빠,https://www.youtube.com/watch?v=K4tJ1k7AP-o,1388408,51364,3681,0,0,0"
이플다이닝,"이플다이닝,https://www.youtube.com/watch?v=Um3Elk9UCso,1167,23,26,0,0,0","이플다이닝,https://www.youtube.com/watch?v=11CUq5Hyge4,61,3,0,0,0,0"
레스토랑우디
펠로,"펠로,https://www.youtube.com/watch?v=5d0_26qRmzw,928,22,14,0,0,0","펠로,https://www.youtube.com/watch?v=JQZP0gxTRoQ,1152,12,3,0,0,0","펠로,https://www.youtube.com/watch?v=0oGSvA3HZ6I,366,9,0,0,0,0","펠로,https://www.youtube.com/watch?v=oHDI1Oqb_S8,1819,148,5,0,0,0"
덕수파스타,"덕수파스타,https://www.youtube.com/watch?v=6jzvIX8VZJ0,119,5,0,0,0,0","덕수파스타,https://www.youtube.com/watch?v=ohuqhPQa-is,32775,421,58,0,0,0","덕수파스타,https://www.youtube.com/watch?v=oHmHMTI2rBQ,34161,30,12,0,0,0"
가든테이블,"가든테이블,https://www.youtube.com/watch?v=ivzxg8GHu1o,1034,4,0,0,0,0","가든테이블,https://www.youtube.com/watch?v=QqEBKxJ4ig0,378,4,0,0,0,0"
호작,"호작,https://www.youtube.com/watch?v=ZQevuvMxge0,213,10,0,0,0,0"
청년쉐프들2
매화커피,"매화커피,https://www.youtube.com/watch?v=TPhA5FxOA3I,207,10,0,0,0,0","매화커피,https://www.youtube.com/watch?v=BGG6hPPSowQ,427,0,0,0,0,0"
코베지
쉐기욤
디노이레스토랑,"디노이레스토랑,https://www.youtube.com/watch?v=e4-kDVva31U,2444,10,0,0,0,0"
