                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.1457,                 2.8938,                 1.7681,                0.21686,                0.23913,                0.20565,                0.12464,                 1.5031,                 2.6387,                 2.3564,              6.412e-05,              6.412e-05,              6.412e-05
                     35,                 1.1362,                 2.8839,                 1.7652,                0.27598,                0.31511,                0.22693,                0.13361,                 1.5447,                 2.5846,                 2.3938,             6.0655e-05,             6.0655e-05,             6.0655e-05
                     36,                 1.1359,                 2.8505,                 1.7594,                0.22139,                0.25719,                0.21655,                0.13222,                 1.4991,                 2.6038,                 2.3125,              5.719e-05,              5.719e-05,              5.719e-05
                     37,                 1.1391,                 2.8642,                 1.7686,                0.22676,                0.25819,                0.21026,                0.12214,                 1.5461,                 2.6259,                 2.3869,             5.3725e-05,             5.3725e-05,             5.3725e-05
                     38,                  1.127,                 2.8213,                 1.7563,                0.30263,                0.32102,                0.24574,                0.14718,                 1.5429,                 2.5308,                  2.381,              5.026e-05,              5.026e-05,              5.026e-05
                     39,                 1.1264,                 2.8215,                 1.7559,                0.19177,                0.34967,                 0.2344,                0.14095,                 1.5172,                 2.5402,                 2.3315,             4.6795e-05,             4.6795e-05,             4.6795e-05
                     40,                 1.0976,                 2.8028,                 1.7329,                0.22271,                0.29593,                0.24381,                0.14449,                  1.511,                 2.5042,                 2.3482,              4.333e-05,              4.333e-05,              4.333e-05
                     41,                 1.0078,                 2.8089,                 1.7819,                0.22053,                0.33786,                0.25888,                0.16484,                  1.481,                 2.5421,                 2.3155,             3.9865e-05,             3.9865e-05,             3.9865e-05
                     42,                0.99707,                 2.6786,                 1.7708,                0.21479,                 0.3838,                0.23184,                0.14701,                 1.4754,                 2.5255,                 2.3146,               3.64e-05,               3.64e-05,               3.64e-05
                     43,                0.96783,                 2.6639,                 1.7421,                0.28415,                0.34434,                0.27798,                0.17764,                 1.4902,                 2.4653,                  2.341,             3.2935e-05,             3.2935e-05,             3.2935e-05
                     44,                0.94894,                 2.6353,                 1.7133,                0.18926,                0.39289,                0.24488,                0.15418,                 1.4638,                 2.4812,                 2.3056,              2.947e-05,              2.947e-05,              2.947e-05
                     45,                0.93299,                 2.6167,                 1.6954,                0.27447,                0.33061,                0.27081,                0.17404,                 1.4451,                 2.4089,                 2.2888,             2.6005e-05,             2.6005e-05,             2.6005e-05
                     46,                0.94972,                 2.5842,                  1.708,                 0.2502,                0.37771,                0.27044,                 0.1743,                 1.5015,                 2.4362,                 2.3463,              2.254e-05,              2.254e-05,              2.254e-05
                     47,                0.92499,                 2.5768,                 1.6921,                0.26605,                0.33326,                0.26789,                0.16895,                 1.5101,                 2.4424,                 2.3698,             1.9075e-05,             1.9075e-05,             1.9075e-05
                     48,                0.93514,                  2.566,                 1.7027,                0.25199,                0.39475,                0.28005,                0.16756,                 1.5503,                 2.4455,                 2.4213,              1.561e-05,              1.561e-05,              1.561e-05
                     49,                0.92941,                 2.5598,                  1.696,                0.29227,                0.36996,                0.28351,                0.17919,                 1.5121,                 2.4518,                 2.3648,             1.2145e-05,             1.2145e-05,             1.2145e-05
                     50,                0.92034,                  2.529,                 1.6945,                0.25043,                0.37965,                0.27622,                0.17405,                  1.501,                 2.4274,                 2.3634,               8.68e-06,               8.68e-06,               8.68e-06
